customer_id,first_name,last_name,gender,date_of_birth,email,phone_number,address,city,postcode,customer_since,employment_status,annual_income
CUST102241,Mohammed,Brown,Male,1999-10-02,mohammedbrown@btinternet.com,07454598279,135 Queens Road,cardiff,WA13 5SO,05-Jul-2024,Self-Employed,31676.97
CUST100657,Daniel,O'Brien,Male,16/11/1952,,07609390331,58 Kings Avenue,cambridge,Q252V,13-May-2020,Retired,43006.96
CUST100982,Sophia,Hussain,Female,07-Apr-1961,sophiahussain@hotmail.com,07710174385,78 High Street,belfast,JV73 7LU,11/02/2014,Unemployed,99239.28
CUST102119,Emma,Cooper,Female,28/12/1989,emma_cooper@yahoo.com,07435335579,128 Elm Grove,glasgow,YK55 7SD,28-Dec-2019,Self-Employed,54721.94
CUST100349,Phoebe,Hill,Female,04.04.1970,phoebehill@icloud.com,07652823911,176 Windsor Close,LEICESTER,BS49 0GV,2020-07-22,Self-Employed,40114.97
CUST100850,Oliver,Evans,Male,06-10-1975,oliver.evans@icloud.com,07441136164,27 Mill Lane,Glasgow,L32 2WD,24-Feb-2005,Retired,76775.41
CUST102614,   Oliver   ,James,Male,04.09.1962,oliver_james@yahoo.com,07160682875,177 The Grove,glasgow,D43 9CL,01/03/2012,Student,77374.02
CUST101995,Holly,Jackson,Female,25-Oct-2000,holly.jackson@icloud.com,07XX 123456,25 High Street,Brighton,B46 7TW,2014-03-26,Self-Employed,80139.5
CUST102668,Noah,Johnson,Male,02.05.1947,noah.johnson@icloud.com,07158103033,24 Market Street,Birmingam,TQ34 6EB,28/11/2021,Retired,121678.88
CUST100218,Mohammed,O'Brien,Male,01-17-1979,mohammedo'brien@gmail.com,07971738070,11 Orchard Way,nottingham,A988,09/01/2012,,59374.91
CUST100102,Megan,Singh,Female,20/11/1953,megan.singh@hotmail.com,07901646984,193 Orchard Way,Cardiff,AR48 6LV,13/11/2008,Self-Employed,86735.46
CUST101582,Grace,Hughes,Female,11/09/1991,,07726190464,66 London Road,COVENTRY,CE41 2RN,2007-03-03,Student,49976.27
CUST101705,Lily,Wilson,Female,1948-07-20,lilywilson@gmail.com,07278755429,193 Mill Lane,glasgow,O63 6LC,01.12.2018,Unemployed,66809.25
CUST100162,Sophia,Harrison,Female,1970-06-10,sophia.harrison@yahoo.com,07184317606,71 Elm Grove,Southampton,S85 7MN,11-Oct-2012,Student,72874.05
CUST102214,Phoebe,Harris,Female,1971-11-22,phoebeharris@btinternet.com,0044 7779343,100 York Road,Nottingham,VA478,06-15-2014,Student,38287.75
CUST101224,Dylan,Turner,Male,1979-07-11,dylan_turner@yahoo.com,07140229910,108 Market Street,LEICESTER,OS10 4UT,01.08.2006,Retired,46841.46
CUST100209,Emily,White,Female,19.03.1986,emilywhite@icloud.com,07770059816,184 The Grove,SHEFFIELD,BY70 5AB,11-07-2008,Employed,46299.75
CUST100061,Arthur,Brown,Male,23/01/1967,arthur_brown@hotmail.com,07202068455,106 Manor Road,Liverpol,TS47 4LJ,17/04/2017,Unemployed,45759.44
CUST102921,Sophie, Hill ,Female,18-Mar-1999,sophiehill@hotmail.com,07463774012,84 Windsor Close,OXFORD,G94 7EP,2022-05-31,Student,104648.61
CUST100098,Megan,O'Connor,Female,1982-12-04,megan.o'connor@yahoo.com,07507794729,9 Kings Avenue,BRIGHTON,FK2 2PR,2020-06-11,Retired,54722.37
CUST102483,Sophia,Campbell,Female,26.11.1945,,07489954632,183 Church Lane,Sheffeld,SJ95 7VL,04-02-2019,Unemployed,60099.28
CUST101881,Isla,Davies,Female,12-11-2005,isla_davies@yahoo.com,07016313850,139 Manor Road,leeds,P2 1BJ,24.02.2009,Employed,69382.73
CUST100438,Charlotte,Clarke,Female,22/12/1997,charlotte_clarke@hotmail.com,07390061941,165 Victoria Road,leicester,R157,2005-07-18,Self-Employed,36513.57
CUST102684,Leo,Clarke,Male,1945-06-07,leoclarke@yahoo.com,07021005131,186 Park Avenue,oxford,OM17 9FG,2023-11-29,Retired,52375.34
CUST101199,Rebecca,Kaur,Female,05-Jan-1963,rebecca_kaur@gmail.com,07154248747,59 York Road,glasgow,BS53 8EE,12.12.2006,Student,37160.7
CUST100396,Phoebe,Hill,Female,11.03.1992,phoebe.hill@icloud.com,07811268933,200 The Grove,Glasgow,Y1 6HQ,04-27-2009,Student,82562.41
CUST101781,Mia,MacDonald,Female,27/08/1945,mia.macdonald@gmail.com,07987026692,128 Mill Lane,Edinburgh,D4 7XS,2008-03-01,Student,87801.76
CUST100734,Ellie,Hussain,Female,16.01.1991,ellie.hussain@icloud.com,07282029766,22 Market Street,BRISTOL,KC86 4HW,17.11.2013,Self-Employed,77672.11
CUST102540,Rachel,Stewart,Female,04/04/1949,rachel.stewart@gmail.com,07403897841,67 High Street,sheffield,QM8 0XM,08/05/2019,Retired,92470.88
CUST100109,Joshua,Robinson,Male,06.08.1969,joshua.robinson@btinternet.com,07833347902,59 London Road,leicester,ME75 8PV,2010-07-31,Unemployed,58015.51
CUST102271,Harry,Murphy,Male,05-13-1982,harrymurphy@gmail.com,07832813608,104 High Street,Brighton,E72 9WM,06-08-2021,Retired,128236.5
CUST103099,Hannah,Ryan,Female,26.12.1996,hannah.ryan@btinternet.com,call me,115 Chapel Street,Sheffeld,A22 5RF,06-Apr-2021,Unemployed,101626.39
CUST101657,Finley,Turner,Male,10-26-1977,finley.turner@hotmail.com,07917904189,186 Green Lane,Coventry,AN38 6RR,06-21-2011,Self-Employed,79150.8
CUST101885,Jack,Carter,Male,1993-11-25,,07430741217,6 Kings Avenue,BELFAST,E13 8GG,14.07.2021,Student,59520.53
CUST100764,Mohammed,Thompson,Male,10-02-2004,mohammed.thompson@yahoo.com,07106046873,69 Windsor Close,Southampten,M37 2SS,21/09/2006,Student,96485.91
CUST102159,Mia,Carter,Female,21/04/1991,mia.carter@icloud.com,07065425165,157 Market Street,London,ES69 0ST,2012-04-24,Employed,119497.87
CUST102071,Holly,Khan,Female,23/08/1995,,07479776712,111 Mill Lane,nottingham,PC77 9CX,09-11-2011,Employed,
CUST102514,Freddie,Byrne,Male,23/06/1994,freddiebyrne@hotmail.com,07154333038,28 Kings Avenue,Manchster,U65 0XB,17-Jan-2005,Student,61427.29
CUST100678,Grace,Hill,Female,2003-05-09,grace.hill@gmail.com,07963511841,31 Manor Road,bristol,HB79X,05-09-2011,Student,119616.66
CUST100717,Isabella,White,Female,06-Feb-1989,isabella_white@outlook.com,07030698143,83 Manor Road,Southampton,H80 8NN,26.08.2022,Retired,60341.83
CUST101532,Lucy,Hughes,Female,1963-12-16,,07052755220,168 Church Lane,Glasgow,Q78 8YV,2021-08-17,Student,34406.79
CUST102060,Oscar,King,Male,1992-07-03,oscar_king@outlook.com,07555191105,112 Queens Road,Leicester,RX69 9JI,26.02.2008,Unemployed,57030.99
CUST101565,Joshua,Byrne,Male,1980-04-29,joshua.byrne@outlook.com,07160563693,190 Springfield Road,Belfast,A70 9LJ,21-Feb-2022,Employed,15097.43
CUST102492,Rebecca,Smith,Female,1956-04-18,rebecca.smith@gmail.com,07957934203,49 Victoria Road,bristol,U15 7RN,26-Apr-2023,Self-Employed,96274.1
CUST101057, Henry ,Khan,Male,11-30-1975,henry_khan@btinternet.com,07126434738,4 Mill Lane,sheffield,P47 9JG,07-27-2007,Self-Employed,90408.23
CUST101731,Callum,Clark,Male,05-30-1968,,07907953099,32 Church Lane,coventry,IU23 9WL,05.12.2012,Self-Employed,103747.2
CUST102956,Arthur,Williams,Male,1984-08-25,arthur_williams@btinternet.com,07358875521,146 Station Road,Brighton,PV12 3CP,2021-10-08,Retired,
CUST102566,Hannah,Wood,Female,17/04/1978,hannah_wood@gmail.com,07884241743,65 Manor Road,Leeds,Z30 4QW,2015-01-29,Student,55791.65
CUST101639,William,MacDonald,Male,04/02/1969,williammacdonald@icloud.com,07992706061,144 The Grove,belfast,K23 2YI,08-16-2013,Unemployed,
CUST103030,Alfie,   Kaur,Male,18/12/1987,ALFIE.KAUR@GMAIL.COM,07509550646,178 High Street,BIRMINGHAM,L90 3XG,13/10/2024,Student,102096.73
CUST103094,Victoria,Lewis,Female,07-16-1948,victoria.lewis@outlook.com,07080182531,24 Manor Road,Birmingam,U29 3VL,11.11.2005,Self-Employed,115680.33
CUST102075,Florence,Byrne,Female,31/01/1958,florence.byrne@hotmail.com,07059816411,37 Park Avenue,newcastle,Q8 7DZ,11/11/2014,Unemployed,106974.63
CUST100012,Max, Murphy,Male,14.08.1952,maxmurphy@hotmail.com,07747340953,110 Church Lane,BIRMINGHAM,MX69 8GA,19-Sep-2006,Unemployed,95604.75
CUST102900,Finley,  MacDonald   ,Male,22-Dec-1996,finley_macdonald@btinternet.com,07972978541,86 Market Street,Liverpol,N51 0CY,09-06-2013,Employed,127298.61
CUST100622,Joseph,Carter,Male,19.03.1958,josephcarter@gmail.com,07XX 123456,199 Windsor Close,BIRMINGHAM,NY19 3TZ,12/02/2010,Unemployed,86234.22
CUST102005,Finley,Harrison,Male,26-Oct-1983,finleyharrison@gmail.com,07033216053,3 Springfield Road,Newcastle,M42 0TL,09/05/2017,Retired,17909.15
CUST100726,Ella,Ahmed,Female,29.03.1990,,07882961932,179 Windsor Close,leicester,Y24 1UC,22/01/2009,Employed,68885.9
CUST102863,Kai,Campbell,Male,01-20-2002,kaicampbell@hotmail.com,07708100965,83 Chapel Street,leeds,LW63 7IA,2013-08-27,Employed,
CUST102892,Finley,Roberts,Male,09/10/1966,finley_roberts@outlook.com,07690050046,165 Elm Grove,CARDIFF,P43 0YU,09.03.2017,Retired,98020.31
CUST101457,Amy,Murphy,Female,1987-06-27,amymurphy@icloud.com,07413632377,42 Market Street,BRISTOL,Y636Y,10-23-2015,Unemployed,49730.15
CUST101765,Daniel,Kelly,Male,07-01-1948,daniel_kelly@hotmail.com,07108320078,24 Manor Road,LIVERPOOL,RE85 9GD,10.04.2019,Student,76542.92
CUST102677,Ava,King,Female,11-14-1962,ava.king@hotmail.com,07431825944,188 London Road,birmingham,BZ86 8UG,03-Mar-2011,Unemployed,59814.18
CUST100161,Alfie,White,Male,01-08-1995,alfie.white@gmail.com,07987962847,184 London Road,york,H78 5VP,01.04.2018,Employed,45148.03
CUST100636,Victoria,Green,Female,15/04/2002,victoriagreen@gmail.com,07676326304,90 London Road,nottingham,U62 8AF,29/11/2007,Student,
CUST102107,Connor,Wright,Male,05.08.1960,connorwright@icloud.com,07024331348,150 Elm Grove,bristol,OQ63 1TH,2017-02-01,Self-Employed,26109.61
CUST101519,Jacob,Phillips,Male,06.09.1945,jacob.phillips@hotmail.com,07334688095,134 Chapel Street,nottingham,I59 7EE,09-30-2017,Retired,93607.08
CUST100263,Phoebe,O'Brien,Female,07.05.1945,phoebe_o'brien@outlook.com,07916534285,162 Kings Avenue,COVENTRY,Z38 9NG,05-30-2017,,93576.19
CUST102705,Mia,Murphy,Female,16/03/1961,miamurphy@outlook.com,07488933097,102 The Grove,Oxford,NN72 4WR,21.11.2021,Retired,
CUST102283,Alfie,Brown,Male,1967-06-05,alfiebrown@gmail.com,07282733197,174 Station Road,london,YI39 9JD,29/09/2022,Retired,72791.19
CUST102113,Thomas,Smith,Male,27-Aug-1950,thomas.smith@yahoo.com,07346437159,142 Green Lane,LONDON,AQ37 6ZU,04-Nov-2008,Employed,86788.52
CUST101509,Holly,Evans,Female,21/10/2004,holly_evans@icloud.com,07035538981,10 Kings Avenue,cambridge,YV74 1EN,04.01.2019,Self-Employed,126213.21
CUST101823,Archie,Martin,Male,29.05.1977,archiemartin@outlook.com,07200300072,113 Springfield Road,BELFAST,R37 0TH,14-Oct-2023,Employed,126277.12
CUST100077,Adam,Moore,Male,03-Jun-1987,adam_moore@hotmail.com,07995898013,101 Green Lane,Oxford,Z42 4SY,2013-07-05,Retired,16314.68
CUST100221,David,Hughes,Male,23.06.1953,davidhughes@btinternet.com,07549163577,198 Kings Avenue,Leeds,B49 9YN,24.09.2014,Self-Employed,72363.42
CUST100452,Oliver,Martin,Male,1969-04-16,oliver_martin@outlook.com,07791740390,148 Queens Road,London,FO91 1XM,06-26-2008,Self-Employed,46423.23
CUST100615,Emma,Phillips,Female,1960-01-28,emmaphillips@hotmail.com,07786620357,197 Chapel Street,leeds,B20 3CH,06-22-2007,Student,19575.69
CUST102378,Joshua,Stewart,Male,22/07/1998,joshua.stewart@btinternet.com,07478692077,31 Market Street,Bristol,A41 3RY,16-Mar-2010,Employed,92919.41
CUST101927,Muhammad,White,Male,07.09.1998,muhammad.white@btinternet.com,07106324940,162 Station Road,YORK,ER64 5IF,07-22-2023,Retired,71559.06
CUST100442,Sophia,Edwards,Female,11-Jan-1967,sophia.edwards@hotmail.com,N/A,2 Market Street,CARDIFF,W75 1QU,07-23-2021,Unemployed,68039.37
CUST100378,Victoria,Roberts,Female,10-05-1969,victoriaroberts@outlook.com,07455308003,63 The Grove,Birmingam,CF90 8UN,2013-06-24,Student,69935.4
CUST100006,Arthur,Thompson,Male,20.05.1999,arthurthompson@gmail.com,07957080295,188 The Grove,leeds,HC91 1LL,11-25-2021,Self-Employed,91306.3
CUST100191,Holly,Patel,Female,1946-12-20,holly_patel@yahoo.com,07862748478,192 Church Lane,glasgow,PO70 0OY,2008-09-18,Retired,46296.33
CUST100737,Evie,Wilson,Female,1946-03-27,evie_wilson@yahoo.com,07881232975,200 Chapel Street,London,I93 7HQ,2005-03-05,Employed,90114.37
CUST103028,Isla,Martin,Female,1985-05-25,ISLA_MARTIN@OUTLOOK.COM,07892537110,100 Park Avenue,Southampten,YO46 5TS,22-Dec-2023,Retired,20426.99
CUST103104,Aaron,Kelly,Male,25-Mar-1986,,07162369967,88 Green Lane,LEEDS,B94 5KA,21.12.2005,Student,105348.26
CUST100619,Daniel,Kaur,Male,19/09/1979,danielkaur@yahoo.com,07674613144,176 Queens Road,York,VM17 3CY,01-29-2008,Self-Employed,14913.85
CUST101041,Ava,Lee,Female,10/11/2000,avalee@outlook.com,07294534200,86 Church Lane,Glasgow,S60 2VE,13-May-2008,Retired,36239.3
CUST100062,Florence,Moore,Female,30.11.1951,florencemoore@icloud.com,07386776594,148 Station Road,Liverpol,PB22 0OO,2020-07-19,Retired,109983.96
CUST100445,Max,King,Male,1988-08-22,max.king@icloud.com,07199561935,72 Church Lane,Coventry,J88 2PC,26-Apr-2020,Student,40429.13
CUST100222,James,Hughes,Male,03.09.1990,james_hughes@btinternet.com,07056568261,65 Church Lane,edinburgh,RT96 8TB,03-12-2011,Self-Employed,50075.04
CUST102057,Lily,Hill,Female,29-Jun-1992,lilyhill@yahoo.com,07712161621,59 Springfield Road,NOTTINGHAM,V6 0JX,13-Feb-2021,Unemployed,57331.43
CUST102061,Poppy,Clarke,Female,28/01/1976,poppy.clarke@yahoo.com,077721,131 York Road,nottingham,J15 9JI,07-21-2009,Retired,38053.38
CUST102836,James,Wright,Male,26/04/1998,james_wright@btinternet.com,07475862760,86 Mill Lane,newcastle,EI37 2FL,12.11.2015,Employed,123482.99
CUST101361,Connor,Baker,Male,25-May-1998,connor_baker@gmail.com,07600585987,107 Market Street,York,TE34 2BB,2019-01-12,Retired,74458.23
CUST100127,William,   Begum ,Male,1995-01-05,williambegum@gmail.com,07648980855,30 Springfield Road,SOUTHAMPTON,DV82 5GN,16-Apr-2022,Employed,88533.18
CUST101089,Laura,Lewis,Female,1992-07-07,laura.lewis@icloud.com,07212632089,183 Manor Road,GLASGOW,II60 9GR,28.12.2009,Self-Employed,33070.27
CUST100516,Charlie,Johnson,Male,13-Mar-1980,charlie.johnson@yahoo.com,07186868721,200 High Street,Newcastel,I38 2BP,11-Sep-2014,Unemployed,73732.01
CUST101103,Dylan,Watson,Male,26/05/1956,dylan.watson@hotmail.com,07573066494,37 Station Road,NOTTINGHAM,EF79 1QX,04.03.2016,Retired,62442.1
CUST101394,Freya,Cooper,Female,06-26-1996,,59295,182 Manor Road,OXFORD,Q75 2WS,06-05-2009,Self-Employed,52757.42
CUST100397,Chloe,Clark,Female,09-03-1948,chloeclark@outlook.com,07203775992,121 Grange Road,Southampten,TQ71 0EQ,07.06.2018,Self-Employed,17388.44
CUST102270,George,Baker,Male,13.01.1955,georgebaker@icloud.com,07706698226,18 Queens Road,BRISTOL,G1 0HA,19/09/2018,Student,63036.81
CUST100945,Ruby,Clark,Female,09/07/1962,ruby.clark@yahoo.com,07158224229,151 Springfield Road,oxford,F8 7BR,13-Jan-2022,Retired,59114.85
CUST102546,Connor,Brown,Male,04-28-1973,connor.brown@yahoo.com,07217585443,128 Manor Road,oxford,XA85 1HS,2009-06-08,Employed,52161.55
CUST101445,Dylan,White,Male,03-Sep-2000,dylan.white@hotmail.com,07385051668,85 Church Lane,London,Y8 9AI,18.05.2013,Retired,92381.76
CUST100731,Charlie,Lee,Male,1993-11-27,charlie_lee@hotmail.com,07186616076,79 Springfield Road,Newcastel,AU87 9VF,2006-09-27,Retired,32009.64
CUST101301,George,Hill,Male,1945-06-28,,07922974370,198 Windsor Close,York,I38 8FW,05/11/2006,Student,37461.4
CUST103037,Callum,Wood,Male,1985-03-23,callumwood@btinternet.com,0044 7279007,3 Springfield Road,YORK,VZ97 5ZJ,06-Jul-2020,Employed,84703.13
CUST100111,Mohammed,Davies,Male,20/02/1969,mohammed.davies@hotmail.com,07312858314,34 Mill Lane,bristol,ML91 1SE,02.05.2023,Employed,104370.88
CUST101672,Hannah,Byrne,Female,23/10/1969,hannah_byrne@outlook.com,07424063939,145 York Road,Sheffeld,W45 7AB,08-Feb-2007,Unemployed,108547.56
CUST101789,Adam,Clarke,Male,08.04.1977,adam.clarke@gmail.com,07114230675,133 London Road,BIRMINGHAM,QA94 1KO,2020-11-26,Student,56675.25
CUST103060,Aaron,Thomas,Male,1966-10-14,aaron_thomas@outlook.com,07528347113,173 Station Road,Birmingam,WV90 1MG,2020-04-14,Unemployed,112572.57
CUST102842,Edward,Watson,Male,08/03/1965,edwardwatson@icloud.com,07215668560,67 Station Road,LEICESTER,MG56 8PK,22/12/2008,Student,115223.32
CUST102485,Laura, Williams   ,Female,1954-02-20,laura_williams@gmail.com,07619870779,138 Park Avenue,oxford,J53 2AX,03.04.2007,Unemployed,43951.59
CUST102482,Nathan,Taylor,Male,1962-04-27,nathantaylor@hotmail.com,07366306086,72 Station Road,Glasgow,LS18 3JU,03.05.2005,Employed,55150.61
CUST100763,William,Ryan,Male,29.03.1960,william_ryan@outlook.com,07754467163,12 York Road,LIVERPOOL,T44 0TX,2011-10-20,Unemployed,115947.43
CUST102573,Max,Clark,Male,07-May-1967,maxclark@icloud.com,07971899091,90 Station Road,Newcastel,A16 8KG,08/07/2009,Unemployed,34257.49
CUST100696,Freddie,Johnson,Male,1981-03-29,freddie.johnson@btinternet.com,N/A,70 Park Avenue,brighton,XU61 4AV,11-16-2023,Self-Employed,68185.46
CUST100066,Lucy,Moore,Female,23/02/1971,lucy_moore@icloud.com,07953415332,126 Park Avenue,GLASGOW,X629C,06-02-2007,Student,82452.33
CUST102882,Katie,Singh,Female,17/08/1965,katiesingh@yahoo.com,07074014395,194 Victoria Road,NEWCASTLE,K80 4FP,07-Dec-2020,Employed,118407.71
CUST102876,Max,Hughes,Male,06/11/1992,maxhughes@icloud.com,07379606870,148 Grange Road,oxford,E825X,14-Dec-2007,Unemployed,14808.27
CUST102704,Isaac,Hussain,Male,1960-01-02,isaac.hussain@icloud.com,07839120639,6 Elm Grove,edinburgh,L19 5OM,2008-10-30,Employed,38585.44
CUST100869,Harry,Kelly,Male,09-Feb-1953,harrykelly@yahoo.com,07809970527,39 Victoria Road,GLASGOW,PW20 2FY,22/05/2018,Retired,18087.11
